"Fighter","Opponent","Date","Country","WT_Class","Height","Weight","Birthdate","Team","Nickname","Stance","Reach","Decision","Rnd","Time","Event","Res","SDBL","SDB_A","SDHL","SDH_A","SDLL","SDL_A","TSL","TS_A","SSL","SS_A","X.Total_Strikes","KD","X.BODY","X.HEAD","X.LEG","SCBL","SCB_A","SCHL","SCH_A","SCLL","SCL_A","RV","SR","TDL","TD_A","TDS","X.TK_ACC","SGBL","SGB_A","SGHL","SGH_A","SGLL","SGL_A","AD","ADTB","ADHG","ADTM","ADTS","SM","Southpaw_Stance","Orthodox_Stance","Switch_Stance","Time_Seconds","Total_Fight_Time_Seconds","Decision_Unanimous","KO_TKO","Submission","Decision_Split","No_Contest","Draw","Decision_Majority","TKO_Doctors_Stoppage","Africa","Asia","Europe","North_America","South_America","Oceania","X.Significant_Strikes","X.Clinch_Body_Strikes","X.Clinch_Head_Strikes","X.Clinch_Leg_Strikes","X.Ground_Body_Strikes","X.Ground_Head_Strikes","X.Ground_Leg_Strikes","Results","Continent"
"Gerald Meerschaert","Ian Heinisch",2019-08-10,"USA","Middleweight",73,185,1988-03-07,"Roufusport","GM3","Orthodox",77,"KO/TKO",1,"1:14","UFC 250: Nunes vs. Spencer","L",2,2,1,8,0,0,3,10,3,10,30,0,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,74,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,"North America"
"Sean O'Malley","Eddie Wineland",2017-01-28,"USA","Bantamweight",71,135,1988-03-20,"MMA Lab","Sugar","Orthodox",72,"KO/TKO",1,"1:54","UFC 250: Nunes vs. Spencer","W",5,7,5,10,3,3,13,20,13,20,0,1,71,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,114,114,0,1,0,0,0,0,0,0,0,0,0,1,0,0,65,0,0,0,0,0,0,1,"North America"
"Tony Ferguson","Justin Gaethje",2017-01-28,"USA","Lightweight",71,155,1988-03-07,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",5,"5:00","UFC 249: Ferguson vs. Gaethje","L",3,10,10,25,2,3,26,49,19,42,53,0,30,48,67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,300,1500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45,0,100,0,0,100,0,0,"North America"
"Jairzinho Rozenstruik","Francis Ngannou",2014-11-08,"Suriname","Heavyweight",74,260,1991-08-25,"American Top Team","Bigi Boy","Orthodox",78,"KO/TKO",1,"0:20","UFC 249: Ferguson vs. Gaethje","L",0,0,3,3,2,2,5,5,5,5,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,"South America"
"Giga Chikadze","Jamall Emmers",2018-07-22,"Georgia","Featherweight",72,146,1985-11-09,"Kings MMA","Ninja","Orthodox",74,"Decision - Split",3,"5:00","UFC 248: Adesanya vs. Romero","W",10,23,18,86,9,11,40,125,38,122,32,0,44,22,82,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,1,0,0,0,0,31,0,100,0,0,100,0,1,"Asia"
"Israel Adesanya","Yoel Romero",2013-08-17,"Nigeria","Middleweight",76,185,1985-08-06,"City Kickboxing","The Last Stylebender","Switch",80,"Decision - Unanimous",5,"5:00","UFC 248: Adesanya vs. Romero","W",9,22,14,81,25,29,48,132,48,132,36,0,41,17,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,1500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,1,"Africa"
"Li Jingliang","Neil Magny",2014-09-13,"China","Welterweight",72,170,1991-09-25,"Kill Cliff FC","The Leech","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC 248: Adesanya vs. Romero","L",1,3,8,41,4,9,16,65,16,62,24,0,33,22,44,0,0,3,9,0,0,0,0,2,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,33,0,0,0,0,0,"Asia"
"Neil Magny","Li Jingliang",2016-02-27,"USA","Welterweight",75,170,1992-12-02,"Elevation Fight Team","The Haitian Sensation","Orthodox",80,"Decision - Unanimous",3,"5:00","UFC 248: Adesanya vs. Romero","W",0,2,30,90,4,4,123,188,74,139,65,0,80,48,100,6,7,12,13,0,0,0,0,4,7,0,57,6,6,12,15,2,2,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53,85,92,0,100,80,100,1,"North America"
"Gerald Meerschaert","Deron Winn",2020-08-29,"USA","Middleweight",73,185,1987-08-03,"Roufusport","GM3","Orthodox",77,"Submission",3,"2:13","UFC 248: Adesanya vs. Romero","W",20,21,61,156,0,0,86,188,86,187,45,1,95,40,100,0,0,5,10,0,0,0,0,1,1,0,100,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,133,733,0,0,1,0,0,0,0,0,0,0,0,1,0,0,45,0,50,0,0,0,0,1,"North America"
"Sean O'Malley","Jose Quiñonez",2020-08-29,"USA","Bantamweight",71,135,1992-11-23,"MMA Lab","Sugar","Orthodox",72,"KO/TKO",1,"2:02","UFC 248: Adesanya vs. Romero","W",6,7,4,6,3,4,18,22,18,22,0,0,86,82,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,122,122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,81,0,0,0,0,100,0,1,"North America"
"Youssef Zalal","Austin Lingo",2020-08-29,"Morocco","Featherweight",70,145,1993-08-09,"FactoryX Muay Thai","The Moroccan Devil","Switch",72,"Decision - Unanimous",3,"5:00","UFC 247: Jones vs. Reyes","W",4,7,15,35,9,9,49,80,31,55,61,0,67,43,100,2,2,0,2,0,0,0,0,6,12,1,50,0,0,1,2,0,0,0,2,1,2,0,2,0,0,1,300,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,56,100,0,0,0,50,0,1,"Africa"
"Valentina Shevchenko","Katlyn Cerminara",2021-09-18,"Kyrgyzstan","Women's Flyweight",65,125,1991-12-08,"Tiger Muay Thai","Bullet","Southpaw",66,"KO/TKO",3,"1:03","UFC 247: Jones vs. Reyes","W",3,4,9,31,11,13,57,82,40,65,69,0,75,54,85,0,0,0,0,0,0,0,0,3,3,0,100,0,0,17,17,0,0,2,0,1,0,1,0,1,0,0,63,663,0,1,0,0,0,0,0,0,0,1,0,0,0,0,61,0,0,0,0,100,0,1,"Asia"
"Ode Osbourne","Brian Kelleher",2023-12-09,"Jamaica","Flyweight",67,125,1991-04-22,"Syndicate MMA","The Jamaican Sensation","Southpaw",73,"Submission",1,"2:49","UFC 246: McGregor vs. Cowboy","L",0,0,3,8,0,0,19,25,9,14,76,0,0,64,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,169,169,0,0,1,0,0,0,0,0,0,0,0,1,0,0,64,0,100,0,0,100,0,0,"North America"
"Kai Kara-France","Brandon Moreno",2023-12-09,"New Zealand","Flyweight",64,125,1990-10-17,"City Kickboxing","Don't Blink","Orthodox",69,"Decision - Unanimous",3,"5:00","UFC 245: Usman vs. Covington","L",10,17,57,194,15,20,82,231,82,231,35,0,59,29,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,"Oceania"
"Jairzinho Rozenstruik","Andrei Arlovski",2023-12-09,"Suriname","Heavyweight",74,260,2000-04-16,"American Top Team","Bigi Boy","Orthodox",78,"KO/TKO",1,"0:29","UFC 244: Masvidal vs. Diaz","W",0,0,4,8,1,1,5,9,5,9,55,1,0,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55,0,0,0,0,0,0,1,"South America"
"Edmen Shahbazyan","Brad Tavares",2023-12-09,"USA","Middleweight",74,185,1990-03-10,"Glendale Fighting Club","The Golden Boy","Orthodox",74,"KO/TKO",1,"2:27","UFC 244: Masvidal vs. Diaz","W",2,2,8,30,0,0,14,38,14,38,36,2,100,33,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,147,147,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36,0,50,0,0,100,0,1,"North America"
"Serghei Spivac","Tai Tuivasa",2023-12-09,"Moldova","Heavyweight",75,256,1992-05-22,"Polar Bear Team","Polar Bear","Orthodox",78,"Submission",2,"3:14","UFC 243: Whittaker vs. Adesanya","W",1,1,7,26,0,0,40,60,23,42,66,0,100,54,0,0,0,1,1,0,0,0,0,6,8,0,75,0,0,14,14,0,0,0,0,0,1,2,1,0,1,0,194,494,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54,0,100,0,0,100,0,1,"Europe"
"Israel Adesanya","Robert Whittaker",2023-04-29,"Nigeria","Middleweight",76,185,1995-02-22,"City Kickboxing","The Last Stylebender","Switch",80,"KO/TKO",2,"3:33","UFC 243: Whittaker vs. Adesanya","W",6,8,24,76,7,7,40,95,40,95,42,2,75,34,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,513,0,1,0,0,0,0,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,1,"Africa"
"Dan Hooker","Al Iaquinta",2023-04-29,"New Zealand","Lightweight",72,155,1993-01-16,"City Kickboxing","The Hangman","Orthodox",75,"Decision - Unanimous",3,"5:00","UFC 243: Whittaker vs. Adesanya","W",6,12,47,144,23,26,104,213,98,207,48,1,54,40,88,0,0,0,0,0,0,0,0,0,1,0,0,1,1,21,24,0,0,0,1,0,1,1,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,100,87,0,1,"Oceania"
"Tai Tuivasa","Serghei Spivac",2023-04-29,"Australia","Heavyweight",74,265,1990-05-07,"Lions High Performance Centre","Bam Bam","Southpaw",75,"Submission",2,"3:14","UFC 243: Whittaker vs. Adesanya","L",2,5,6,25,9,9,22,51,21,50,43,0,50,25,90,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,194,494,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42,66,33,0,0,0,0,0,"Oceania"
"Belal Muhammad","Takashi Sato",2023-01-14,"Palestine","Welterweight",71,169,1996-01-03,"Valle Flow Striking","Remember the Name","Orthodox",72,"Submission",3,"1:55","UFC 242: Khabib vs. Poirier","W",7,19,33,77,2,2,78,148,49,106,52,0,37,47,100,0,0,3,4,0,0,0,0,2,9,0,22,0,0,25,25,0,0,0,0,0,0,0,0,0,1,0,115,715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46,0,75,0,0,100,0,1,"Asia"
"Curtis Blaydes","Shamil Abdurakhimov",2023-01-14,"USA","Heavyweight",76,256,1995-09-07,"Elevation Fight Team","Razor","Orthodox",80,"KO/TKO",2,"2:22","UFC 242: Khabib vs. Poirier","W",0,0,1,9,1,1,46,74,25,43,62,0,100,56,100,0,0,0,0,0,0,0,0,5,5,0,100,1,1,22,32,0,0,3,0,1,1,1,0,0,1,0,142,442,0,1,0,0,0,0,0,0,0,0,0,1,0,0,58,0,0,0,100,68,0,1,"North America"
"Cory Sandhagen","Raphael Assuncao",2023-01-14,"USA","Bantamweight",71,136,1988-08-08,"Elevation Fight Team","","Switch",70,"Decision - Unanimous",3,"5:00","UFC 241: Cormier vs. Miocic 2","W",14,19,21,64,20,25,78,135,62,116,57,0,76,34,82,2,2,1,2,0,0,1,0,0,1,1,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53,100,50,0,0,100,100,1,"North America"
"Deiveson Figueiredo","Alexandre Pantoja",2023-01-14,"Brazil","Bantamweight",65,135,1991-09-11,"Team Figueiredo","Deus da Guerra","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC 240: Holloway vs. Edgar","W",12,13,32,63,2,2,71,117,67,113,60,1,92,54,100,0,0,11,19,0,0,0,0,2,3,0,67,0,0,10,16,0,0,2,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,59,0,57,0,0,62,0,1,"South America"
"Marlon Vera","Nohelin Hernandez",2023-07-01,"Ecuador","Bantamweight",68,136,1992-01-08,"RVCA","Chito","Switch",70,"Submission",2,"3:25","UFC 239: Jones vs. Santos","W",1,8,2,8,4,7,26,54,10,27,48,0,12,42,57,0,0,0,0,0,0,0,0,1,1,0,100,0,0,3,4,0,0,2,0,0,0,0,1,0,0,1,205,505,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,75,0,1,"South America"
"Michael Chiesa","Diego Sanchez",2023-07-01,"USA","Welterweight",73,170,1989-11-11,"Sikjitsu","Maverick","Southpaw",75,"Decision - Unanimous",3,"5:00","UFC 239: Jones vs. Santos","W",2,5,6,43,1,1,54,107,9,51,50,0,40,13,100,0,0,0,1,0,0,0,75,6,8,0,75,0,0,0,1,0,0,3,1,2,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,1,"North America"
"Pannie Kianzad","Julia Avila",2023-07-01,"Sweden","Women's Bantamweight",67,136,1994-12-30,"Arte Suave Copenhagen","Banzai","Orthodox",66,"Decision - Unanimous",3,"5:00","UFC 239: Jones vs. Santos","L",0,2,21,63,4,4,39,95,33,83,41,0,50,36,100,2,3,5,10,0,0,0,0,1,2,0,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,39,66,50,0,100,0,0,0,"Europe"
"Edmen Shahbazyan","Jack Marshman",2017-04-22,"USA","Middleweight",74,185,1990-01-15,"Glendale Fighting Club","The Golden Boy","Orthodox",74,"Submission",1,"1:12","UFC 239: Jones vs. Santos","W",1,1,1,4,1,1,13,24,13,24,54,0,100,50,100,0,0,0,0,0,0,0,0,1,1,0,100,0,0,10,18,0,0,0,0,0,0,1,1,0,1,0,72,72,0,0,1,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,55,0,1,"North America"
"Tony Ferguson","Donald Cerrone",2017-12-09,"USA","Lightweight",71,155,1991-01-10,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",2,"4:10","UFC 238: Cejudo vs. Moraes","W",36,43,64,212,36,41,136,296,136,296,45,0,84,30,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,550,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,0,0,1,"North America"
"Tai Tuivasa","Blagoy Ivanov",2017-12-09,"Australia","Heavyweight",74,265,1991-02-21,"Lions High Performance Centre","Bam Bam","Southpaw",75,"Decision - Unanimous",3,"5:00","UFC 238: Cejudo vs. Moraes","L",2,3,29,100,19,23,66,146,64,144,45,0,86,34,83,4,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,100,71,0,0,0,0,0,"Oceania"
"Angela Hill","Yan Xiaonan",2014-06-28,"USA","Strawweight",63,115,1990-02-13,"Alliance MMA","Overkill","Orthodox",64,"Decision - Unanimous",3,"5:00","UFC 238: Cejudo vs. Moraes","L",13,18,39,103,4,6,78,151,71,144,51,0,81,40,75,8,8,4,6,1,1,0,0,1,3,0,33,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,49,100,66,100,0,100,0,0,"North America"
"Alexa Grasso","Karolina Kowalkiewicz",2014-06-28,"Mexico","Women's Flyweight",65,125,1987-08-03,"Lobo Gym MMA","0","Orthodox",66,"Decision - Unanimous",3,"5:00","UFC 238: Cejudo vs. Moraes","W",20,32,80,273,23,34,163,384,148,369,42,0,72,32,68,13,14,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40,92,75,0,0,0,0,1,"North America"
"Valentina Shevchenko","Jessica Eye",2015-08-08,"Kyrgyzstan","Women's Flyweight",65,125,1992-12-02,"Tiger Muay Thai","Bullet","Southpaw",66,"KO/TKO",2,"0:26","UFC 238: Cejudo vs. Moraes","W",4,6,1,2,0,0,37,40,8,11,92,1,67,80,0,0,0,2,2,0,0,0,0,2,2,1,100,0,0,1,1,0,0,3,0,0,0,3,1,1,0,0,26,326,0,1,0,0,0,0,0,0,0,1,0,0,0,0,72,0,100,0,0,100,0,1,"Asia"
"Jared Cannonier","Anderson Silva",2021-06-19,"USA","Middleweight",71,185,1992-12-02,"MMA Lab","The Killa Gorilla","Orthodox",77,"KO/TKO",1,"4:47","UFC 237: Namajunas vs. Andrade","W",1,2,3,13,10,12,18,32,17,31,56,1,67,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,287,287,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,1,"North America"
"Jessica Andrade","Rose Namajunas",2021-06-19,"Brazil","Strawweight",61,115,1995-01-24,"PRVT","Bate Estaca","Orthodox",62,"KO/TKO",2,"2:58","UFC 237: Namajunas vs. Andrade","W",8,14,14,64,19,20,49,107,47,105,45,0,65,25,95,3,3,2,3,0,0,0,0,2,4,2,50,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,178,478,0,1,0,0,0,0,0,0,0,0,0,0,1,0,44,100,66,0,0,100,0,1,"South America"
"Belal Muhammad","Curtis Millender",2021-06-19,"Palestine","Welterweight",71,169,1997-10-07,"Valle Flow Striking","Remember the Name","Orthodox",72,"Decision - Unanimous",3,"5:00","UFC 236: Holloway vs. Poirier 2","W",4,7,25,67,4,4,126,217,47,107,58,0,57,41,100,0,0,0,1,0,0,0,0,2,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43,0,0,0,0,0,0,1,"Asia"
"Israel Adesanya","Kelvin Gastelum",2021-06-19,"Nigeria","Middleweight",76,185,1989-04-12,"City Kickboxing","The Last Stylebender","Switch",80,"Decision - Unanimous",5,"5:00","UFC 236: Holloway vs. Poirier 2","W",15,22,62,175,23,28,119,247,109,237,48,4,70,38,82,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,11,0,0,0,0,0,0,0,2,0,0,1,300,1500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,45,100,0,0,0,72,0,1,"Africa"
"Edmen Shahbazyan","Charles Byrd",2022-12-03,"USA","Middleweight",74,185,1993-03-16,"Glendale Fighting Club","The Golden Boy","Orthodox",74,"KO/TKO",1,"0:38","UFC 235: Jones vs. Smith","W",0,0,4,9,0,1,13,21,13,21,61,1,0,65,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,38,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,61,0,100,0,0,50,0,1,"North America"
"Israel Adesanya","Anderson Silva",2022-12-03,"Nigeria","Middleweight",76,185,1985-01-12,"City Kickboxing","The Last Stylebender","Switch",80,"Decision - Unanimous",3,"5:00","UFC 234: Adesanya vs. Silva","W",9,22,25,76,29,31,65,132,65,132,49,0,41,34,94,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,66,0,0,0,0,1,"Africa"
"Kai Kara-France","Raulian Paiva",2022-12-03,"New Zealand","Flyweight",64,125,1990-01-15,"City Kickboxing","Don't Blink","Orthodox",69,"Decision - Split",3,"5:00","UFC 234: Adesanya vs. Silva","W",17,24,30,130,8,10,60,170,58,168,35,0,71,25,80,0,0,1,2,0,0,0,0,2,7,0,29,2,2,2,2,0,0,5,3,1,0,1,0,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34,0,50,0,100,100,0,1,"Oceania"
"Nathaniel Wood","Andre Ewell",2020-12-19,"England","Featherweight",66,145,1992-12-02,"Great Britain Top Team","The Prospect","Orthodox",69,"Submission",3,"4:12","UFC 232: Jones vs. Gustafsson 2","W",1,2,14,44,13,26,171,234,61,114,73,1,94,45,50,0,0,4,5,0,0,0,0,2,3,0,67,15,15,14,22,0,0,4,1,2,0,1,1,0,1,0,252,852,0,0,1,0,0,0,0,0,0,0,1,0,0,0,53,0,80,0,100,63,0,1,"Europe"
"Michael Chiesa","Carlos Condit",2020-12-19,"USA","Welterweight",73,170,1985-11-09,"Sikjitsu","Maverick","Southpaw",75,"Submission",2,"0:56","UFC 232: Jones vs. Gustafsson 2","W",0,0,4,7,0,0,98,132,47,67,74,0,100,70,0,1,1,4,7,0,0,1,83,5,6,0,83,0,0,38,52,0,0,8,5,3,0,0,0,1,0,0,56,356,0,0,1,0,0,0,0,0,0,0,0,1,0,0,70,100,57,0,0,73,0,1,"North America"
"Mackenzie Dern","Virna Jandiroba",2020-12-19,"USA","Women's Featherweight",64,115,1991-12-08,"RVCA","","Orthodox",63,"Decision - Split",3,"5:00","UFC 232: Jones vs. Gustafsson 2","L",1,1,2,18,2,2,5,21,5,21,23,0,100,11,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,"North America"
"Gilbert Burns","Olivier Aubin-Mercier",2019-03-23,"Brazil","Welterweight",70,171,1991-02-18,"Kill Cliff FC","Durinho","Orthodox",71,"Decision - Unanimous",3,"5:00","UFC 231: Holloway vs. Ortega","W",13,14,21,76,3,5,120,190,76,143,63,1,94,47,60,3,3,3,3,0,0,0,0,3,7,1,43,0,0,33,42,0,0,4,2,0,0,1,0,0,1,0,300,900,1,0,0,0,0,0,0,0,0,0,0,0,1,0,53,100,100,0,0,78,0,1,"South America"
"Kyle Nelson","Diego Ferreira",2019-03-23,"Canada","Featherweight",71,145,1992-12-02,"House Of Champions","The Monster","Switch",71,"KO/TKO",2,"1:23","UFC 231: Holloway vs. Ortega","L",6,10,11,35,2,3,20,50,20,50,40,0,60,32,67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,383,0,1,0,0,0,0,0,0,0,0,0,1,0,0,40,0,100,0,0,0,0,0,"North America"
"Valentina Shevchenko","Joanna Jedrzejczyk",2019-03-23,"Kyrgyzstan","Women's Flyweight",65,125,1987-12-18,"Tiger Muay Thai","Bullet","Southpaw",66,"Decision - Unanimous",5,"5:00","UFC 231: Holloway vs. Ortega","W",12,18,30,110,23,31,118,223,89,191,52,0,64,37,74,4,7,12,17,0,0,0,0,5,14,3,36,0,0,8,8,0,0,3,0,0,0,3,0,1,0,0,300,1500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,46,57,70,0,0,100,0,1,"Asia"
"Brian Ortega","Max Holloway",2019-03-23,"USA","Featherweight",68,145,1991-04-22,"Gracie Jiu-Jitsu","T-City","Orthodox",69,"TKO - Doctor's Stoppage",4,"5:00","UFC 231: Holloway vs. Ortega","L",11,13,85,264,5,5,112,294,110,292,38,0,89,33,100,5,5,2,3,2,2,0,0,2,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,1200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,37,100,66,100,0,0,0,0,"North America"
"Israel Adesanya","Derek Brunson",2019-03-23,"Nigeria","Middleweight",76,185,1991-04-22,"City Kickboxing","The Last Stylebender","Switch",80,"KO/TKO",1,"4:51","UFC 230: Cormier vs. Lewis","W",1,2,9,14,1,3,15,25,13,23,60,3,75,56,33,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,291,291,0,1,0,0,0,0,0,0,1,0,0,0,0,0,56,100,0,0,0,0,0,1,"Africa"
"Jared Cannonier","David Branch",2019-03-23,"USA","Middleweight",71,185,1985-01-12,"MMA Lab","The Killa Gorilla","Orthodox",77,"KO/TKO",2,"0:39","UFC 230: Cormier vs. Lewis","W",0,0,3,26,2,2,31,61,26,56,50,1,100,42,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,0,1,0,39,339,0,1,0,0,0,0,0,0,0,0,0,1,0,0,46,0,0,0,0,71,0,1,"North America"
"Tony Ferguson","Anthony Pettis",2018-05-27,"USA","Lightweight",71,155,1990-05-04,"Team Death Clutch","El Cucuy","Orthodox",76,"KO/TKO",2,"5:00","UFC 229: Khabib vs. McGregor","W",25,37,64,142,14,19,104,200,104,200,52,0,68,45,74,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,300,600,0,1,0,0,0,0,0,0,0,0,0,1,0,0,52,0,50,0,0,0,0,1,"North America"
"Yana Santos","Lina Lansberg",2018-05-27,"Russia","Women's Bantamweight",66,144,1987-08-03,"American Top Team","Foxy","Orthodox",68,"Decision - Unanimous",3,"5:00","UFC 229: Khabib vs. McGregor","W",8,12,17,44,8,12,159,208,72,111,76,0,83,48,76,2,2,6,7,1,1,2,0,0,0,0,0,2,2,7,7,1,1,2,0,1,0,1,1,0,1,0,300,900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,64,100,85,100,100,100,100,1,"Asia"
"Jessica Andrade","Karolina Kowalkiewicz",2019-03-16,"Brazil","Strawweight",61,115,1991-08-25,"PRVT","Bate Estaca","Orthodox",62,"KO/TKO",1,"1:58","UFC 228: Woodley vs. Till","W",2,3,27,60,2,2,39,74,38,73,52,1,80,48,100,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,52,100,83,0,0,0,0,1,"South America"
"Marlon Vera","Wulijiburen",2019-03-16,"Ecuador","Bantamweight",68,136,1993-05-08,"RVCA","Chito","Switch",70,"KO/TKO",2,"4:53","UFC 227: Dillashaw vs. Garbrandt 2","W",5,10,15,45,10,12,59,102,45,86,57,1,62,41,87,3,3,2,3,3,3,0,0,1,4,1,25,0,0,7,10,0,0,0,0,0,0,0,0,0,0,1,293,593,0,1,0,0,0,0,0,0,0,0,0,0,1,0,52,100,66,100,0,70,0,1,"South America"
"Ricardo Ramos","Kyung Ho Kang",2019-03-16,"Brazil","Featherweight",69,146,1990-05-04,"Team Alpha Male","0","Orthodox",72,"Decision - Split",3,"5:00","UFC 227: Dillashaw vs. Garbrandt 2","W",6,13,36,111,8,16,63,157,54,146,40,0,46,34,50,0,0,1,2,0,0,0,0,1,2,0,50,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,300,900,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36,0,50,0,0,75,0,1,"South America"
